shipment_id,order_id,warehouse_id,carrier,tracking_number,shipped_date,delivered_date,shipment_state
86aa7997-6d13-44e0-9399-0977a5ab8d27,04549279-35c3-4786-afd5-c3828e0293a5,bbc4323f-7fdc-4913-8813-74f66d90fbff,dhl,1Z243VI3193385896,2024-02-08,2024-02-11,delivered
988486a8-c55c-4306-ae80-350393ac918e,24466293-769c-487b-b469-0f866991bec0,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,dhl,1Z584OE0403385293,2023-12-26,2023-12-29,delivered
1886b7a5-7f3b-4399-b291-5ba0a4e3031f,96ab8868-9262-4c41-83df-c1086ad8eec3,bbc4323f-7fdc-4913-8813-74f66d90fbff,usps,1Z324TY2314073047,2024-02-26,2024-02-27,delivered
53f87c32-f9ab-448b-babf-e10be6042e37,cd93bc04-adf7-4656-8fcd-132000dcfc68,bbc4323f-7fdc-4913-8813-74f66d90fbff,amazon_logistics,1Z708BP0033184996,2024-02-24,2024-02-26,delivered
10892954-308e-4b71-b4be-0f179a50306f,fba1a7a9-0dde-4d7e-87c8-d55392215a9b,bf354916-9528-4db9-8189-f6524573c41b,fedex,1Z838CJ6641546054,2023-07-14,2023-07-20,delivered
17ab49e9-49ea-432c-b46a-079886966256,7810a5c9-82c4-4542-a07a-b6760496bf8f,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z695DW1130532428,2024-01-29,2024-02-05,delivered
aa13030b-3b48-4f45-a8ea-eb787498c1ac,ab0c99b0-6d22-4fcf-930f-7bc2712cb7d2,bbc4323f-7fdc-4913-8813-74f66d90fbff,dhl,1Z532RW4802269081,2023-09-28,2023-09-30,delivered
c47cc40b-e59b-4fd5-b2b2-8635515c9fb7,062931c9-0489-43b1-a9b0-171dc0241e66,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z612AM4217907572,2024-04-12,2024-04-16,delivered
20d56717-3bc7-4f14-85cb-17bdb9ac1cc2,47ae4990-d1e2-494c-a376-2bc422045c21,186252aa-ede5-4d43-ae8c-afa67e2d2f41,ups,1Z795LW1777770776,2024-03-03,2024-03-11,returned
f8fe58fc-e206-4e59-a417-89df5d68d59e,6c5bfce0-f697-4ffc-9b03-aac826185307,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z972QZ3027526967,2023-01-03,2023-01-10,delivered
10d8f82b-da50-4761-81db-de8dc809a861,0066c73e-7ec7-4883-ba09-532c8f9d82fe,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,usps,1Z741EA9872648179,2023-11-24,2023-11-29,delivered
d4cf17d4-2094-4381-b4f4-13b0a1bb7983,0b6478bf-02ba-442b-a91b-77d47d5f0388,bf354916-9528-4db9-8189-f6524573c41b,amazon_logistics,1Z855PP2160023841,2024-02-02,2024-02-10,delivered
feadb2b2-a720-4b4e-a637-25fae11dddb8,3a20722c-958c-467c-a159-b114c065796d,fa42ec50-bf62-41ae-851d-68ee160f73ae,dhl,1Z056HC8132304708,2024-04-05,,in_transit
70e873e7-e45e-4339-aeda-4c93364a06ce,f67c534e-294f-4621-8d1e-c27334cb0cd3,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z732XZ3250005578,2023-07-09,,in_transit
0a7bce28-43f4-43bf-8199-d542bc321625,64589b02-05f2-4525-a586-aea8174edcb5,186252aa-ede5-4d43-ae8c-afa67e2d2f41,ups,1Z872BS3682644260,2024-02-13,2024-02-14,delivered
99749ebb-e377-4929-b7f7-e561c8924687,1ecf214a-9599-47dd-822c-7a1efc649ed6,17c4e490-aea6-450e-8341-edd09cb436b7,fedex,1Z615YT1302337182,2024-03-02,,in_transit
b8b4ac33-acee-4317-a500-0a6d4aa6f90c,27c68b46-946d-40e9-a7c6-926a1fe00ffc,675870cd-1868-4277-aeba-578addec8838,fedex,1Z357XH7826486223,2024-03-25,,in_transit
560233c7-9e32-42e5-bfd8-f0018fd46f7e,fea1b54e-ba4e-411a-a31c-48ca65d007ca,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,dhl,1Z941RB0724764835,2024-03-21,2024-03-25,delivered
b7dfa2ec-ce55-4f79-9468-d76cadfe4785,5520552e-a7c7-497d-bcd4-ae09d6749ab5,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,usps,1Z915FA3887605344,2023-11-05,,in_transit
72dd282a-9f18-48c4-ae59-918b5fe440f2,b6295fa3-edf3-4935-b0bf-114d16a3762c,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,ups,1Z795DP2482852789,2023-03-29,2023-04-04,returned
e567e373-fc21-4ca8-a9ca-fdac63f27845,f6362839-9df0-49cf-8ca1-5157e9985bf3,2f1e95b4-aa81-4b55-926d-70531f59528d,fedex,1Z769GQ0919684513,2024-04-19,,in_transit
d71a5383-7286-4ec2-ba0a-824d78bc0f73,57bf367c-803b-4105-9033-333e217dac09,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,fedex,1Z439GY9203350238,2023-12-30,2024-01-09,delivered
58742e2d-b944-4feb-ad3c-55fdced918bf,5966ca8d-bbf9-425d-8dba-3878f65a96d3,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,usps,1Z756SW4946131695,2024-04-01,2024-04-11,delivered
a130f8ee-7548-4495-a330-e7c75eda041f,d2d3894a-7c68-41d0-b6d6-ae197bceddff,3b5e3aa9-ba0f-4938-8883-41d61182dc94,fedex,1Z371CT6872243377,2023-07-10,2023-07-19,delivered
79cb57a8-9b6d-4876-a2ff-26746286d0a1,8dc3f188-e699-4dc2-8ed9-db2b2feeef64,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,usps,1Z103PG7310682112,2024-01-20,2024-01-29,returned
0ccf3789-afba-4caf-b6ce-7a580bada7fb,43ed8e1b-35b4-4320-88f7-0e4f9e2bd710,bf354916-9528-4db9-8189-f6524573c41b,fedex,1Z340HB9008243843,2024-03-03,2024-03-06,delivered
76b16145-c0a7-4784-a07a-49132eda6497,6e72ca16-9e61-4a53-a53f-8c41979d6447,fa42ec50-bf62-41ae-851d-68ee160f73ae,amazon_logistics,1Z403GT8131076927,2023-11-19,,in_transit
0ca551ff-a0ee-4511-82a9-3c4d9423f5e6,cad525b0-99ef-4458-9ce5-b1ba0891a20f,067cb52e-60b6-4c7f-b93d-ba67d806f2e9,fedex,1Z102AX7116775052,2023-06-13,2023-06-16,delivered
81e41f0f-3df9-48dc-af50-74fb7a026f7f,19e9cb3d-fd67-4160-a770-403322062c8a,3b5e3aa9-ba0f-4938-8883-41d61182dc94,usps,1Z030KW2013560682,2023-12-12,2023-12-16,returned
6b44ea3f-dbfc-4681-82c0-87532c584080,ead1113e-f78c-4bd6-98ed-bfb5ac91a85a,17c4e490-aea6-450e-8341-edd09cb436b7,dhl,1Z932VV1134906694,2023-10-12,2023-10-13,delivered
1ce85afe-c338-4ab6-8c5e-a063f09f4627,2026e626-c61b-4e12-ba72-3a733fa34ecd,fa42ec50-bf62-41ae-851d-68ee160f73ae,ups,1Z271FT4141591493,2023-02-18,2023-02-20,delivered
5c90bb4e-14b1-45bd-b73c-e183d9cf451a,a4d5e7ed-858a-41cb-b88d-2385ec920268,bbc4323f-7fdc-4913-8813-74f66d90fbff,fedex,1Z075CI1961045940,2024-04-25,2024-04-26,delivered
0102460c-7467-4f59-9d91-43d5c0a00460,357a8c8f-70c6-4d82-bf05-240e01f92ebb,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,amazon_logistics,1Z343WU4612073664,2024-04-23,2024-04-30,delivered
f97ac8c5-86f0-486a-8f36-c74b193b7007,8d309303-2e1c-45e4-b521-2eb50e792eba,bf354916-9528-4db9-8189-f6524573c41b,dhl,1Z175NW1591265060,2024-04-03,2024-04-06,delivered
a7ab4bdb-bae5-4d25-9902-b46dfc8e2e7f,48cb185f-5ebe-4818-83fe-31da81c75635,2f1e95b4-aa81-4b55-926d-70531f59528d,ups,1Z515SO3523499763,2024-04-05,,in_transit
fb615d55-32e7-41b7-8879-037f64910e06,6541b213-614c-4888-be5e-0e3d8169e681,bf354916-9528-4db9-8189-f6524573c41b,usps,1Z983NE4227188703,2024-01-06,,in_transit
21a780b8-e459-4830-a0c2-d71334a4d4a1,d81b7fc9-7381-4181-8192-902a38e88c08,3b5e3aa9-ba0f-4938-8883-41d61182dc94,fedex,1Z341ID6161793261,2024-04-21,2024-04-23,delivered
02dfa3de-1d61-4c10-a31f-09768de6eb48,1d9faa02-a56a-4756-b784-d713b9146dc9,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z911YK5787573329,2023-07-28,2023-07-31,delivered
3e718383-f13b-40e3-b99d-a992d9c3487d,93e73159-c177-459c-89d4-d47f7844294f,3b5e3aa9-ba0f-4938-8883-41d61182dc94,usps,1Z400VS6976473256,2023-12-07,2023-12-13,delivered
cd7bb653-e481-4f4c-ab12-1b1f342067d5,d2a59baa-e65d-416b-9b7e-236d5f75dd06,414c90e8-1f79-4fac-aa23-cea655b18828,ups,1Z130IK4212442690,2024-04-24,,in_transit
cc029b30-a25e-46aa-8582-384a5ded5e68,7736567b-d44c-4d92-a58e-c0ff452739b4,fa42ec50-bf62-41ae-851d-68ee160f73ae,fedex,1Z641XV2774691266,2023-01-11,2023-01-16,delivered
11659f8a-3bba-449c-b30a-51bf5694ec08,8d1c4cb5-4fce-44ad-8cf2-253a9cbc5760,fa42ec50-bf62-41ae-851d-68ee160f73ae,usps,1Z424NR0078239582,2024-03-12,2024-03-16,delivered
a32cf34f-0329-4bd0-9175-15dd54063e93,4fed811f-3dad-4299-b3d6-6604a67a7919,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,ups,1Z209WF2188742773,2023-10-16,,in_transit
f61ad8fe-6db9-454b-8747-086b0e39c9a7,4f001cd9-e2e9-415e-b02f-10fb36ca1f8b,17c4e490-aea6-450e-8341-edd09cb436b7,ups,1Z046CB3092285410,2024-04-11,2024-04-13,delivered
31f962a9-d996-483a-88fd-16048eec7cf7,4e07090f-03bf-4533-838f-72b5e3f8467e,90d6c40d-10d6-432b-99fe-bd1448f1aa57,dhl,1Z657IM8508354829,2024-04-22,2024-04-25,returned
dbceb203-645c-4c42-89e5-1abd43d196c3,bbf4e6d5-183e-4a4b-aea1-aa563a7b5d51,186252aa-ede5-4d43-ae8c-afa67e2d2f41,fedex,1Z441PB3804400627,2024-01-04,2024-01-09,returned
3e4483f2-d93b-4c89-93b9-eea8459cdc2b,30d13e9c-98eb-4974-a6c0-42f36713bf98,17c4e490-aea6-450e-8341-edd09cb436b7,fedex,1Z045JW3083265027,2024-03-14,2024-03-19,delivered
9c9ab830-abe0-4eca-b52f-bc0030451b25,78c449c4-a317-4199-b334-8c33e1969c1a,186252aa-ede5-4d43-ae8c-afa67e2d2f41,ups,1Z847NC9618202101,2024-03-21,2024-03-25,delivered
f26c9f79-95a2-4376-8284-22a608a3333c,e329516a-48da-437e-86f4-9cad466125fd,90d6c40d-10d6-432b-99fe-bd1448f1aa57,dhl,1Z519WS3026621935,2024-03-28,2024-04-07,returned
e2c8ffb6-5b87-4b28-b6a1-058d04cdc6ed,c9baa3b0-e935-403b-b41b-da4538dd7ebc,bf354916-9528-4db9-8189-f6524573c41b,amazon_logistics,1Z990CV2394203711,2023-12-07,2023-12-08,delivered
273146e6-a3ba-438e-8e68-d5570bc1d1f2,a6c1e10c-2060-439e-90cc-b84f94743152,414c90e8-1f79-4fac-aa23-cea655b18828,usps,1Z389JA8590093744,2023-10-04,2023-10-13,delivered
18f42d1e-f8a0-422a-b28b-3a35a43b52f0,54b9eb7b-43e8-4581-8f16-04fdd28c0cb9,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z113PU4571535647,2023-08-02,2023-08-04,delivered
d6333100-ba9a-42d9-9be1-c8b4ac4cd940,102e4ab0-16f7-4fb9-80e9-221977f40e8e,3b5e3aa9-ba0f-4938-8883-41d61182dc94,dhl,1Z744IB9014891065,2023-09-12,2023-09-14,delivered
0ad0c603-cee1-4fdf-9837-11aafc90647c,8cdb5264-b790-4399-8051-e15fbfcb12e1,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z548OO7589349570,2024-04-03,2024-04-04,delivered
873bc1f1-fff4-4702-a66b-2c7dd595df2f,fed615d2-66e5-4766-b110-222c6ee85795,414c90e8-1f79-4fac-aa23-cea655b18828,amazon_logistics,1Z214VX9333279961,2023-01-17,2023-01-27,delivered
0e6ef9d1-2b8d-4851-af6e-d903560bfa19,27405d2e-c84d-405a-9ec6-3c41b2126def,675870cd-1868-4277-aeba-578addec8838,fedex,1Z479BL5216974406,2023-12-08,2023-12-18,delivered
de7580bc-5d33-4eb9-87ef-76d7915ed2e4,619fdec6-f085-4287-8ff1-09c45582d0a2,bbc4323f-7fdc-4913-8813-74f66d90fbff,usps,1Z612RL2051043364,2023-03-25,2023-03-28,delivered
e18f6db1-56dc-43b0-b251-d384431e4a13,cc4c277e-3f2a-46e8-b45f-d67514a14a95,675870cd-1868-4277-aeba-578addec8838,dhl,1Z362EF9154209676,2024-04-30,2024-04-30,delivered
fd7263c5-ce85-467e-b817-aa5e29cc3230,fa4d2b5e-a6e5-4ea0-8908-7f483be86214,2f1e95b4-aa81-4b55-926d-70531f59528d,dhl,1Z067NA9979971441,2023-10-14,,in_transit
23178392-06db-4291-bfef-6f0d68433374,7c85cd54-7c88-4060-8ea6-311fbb71c6cf,414c90e8-1f79-4fac-aa23-cea655b18828,usps,1Z169ID9192561113,2023-10-18,2023-10-27,delivered
6945364e-cb53-45dc-a234-00a466ee7fc7,df0f26df-4419-499a-9b93-d1995b378716,bbc4323f-7fdc-4913-8813-74f66d90fbff,dhl,1Z837OM6878670448,2024-02-04,2024-02-11,delivered
2eed35d2-6364-4414-8c94-6d8df7837e51,f7adf968-9636-41d2-b889-0a83e755bd65,fa42ec50-bf62-41ae-851d-68ee160f73ae,fedex,1Z176YV2890553256,2023-09-17,2023-09-27,delivered
7507cdfb-692b-497a-8430-6285d48a7d22,60abf674-cbae-4af2-b826-fa4228d44cf4,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,ups,1Z633LN7725045827,2024-03-07,2024-03-12,delivered
0776d25f-361a-45ec-9003-a8268afd4980,ca9108fe-0543-4df9-8c7b-cd5a292edbc1,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,ups,1Z667TA8134081169,2023-09-10,2023-09-14,delivered
f5b5d076-ef93-4989-8633-c54f82ce0f3e,3626eda8-185e-4244-92a9-1a738d910721,675870cd-1868-4277-aeba-578addec8838,ups,1Z684SV8725836875,2023-12-10,2023-12-20,delivered
a5a0b83d-15fb-457d-b366-832b7cc1811d,e1b35b06-7512-473c-91ac-34fc8db91e13,17c4e490-aea6-450e-8341-edd09cb436b7,ups,1Z567QB6364511936,2024-04-25,2024-04-30,delivered
561979ce-1c21-4a24-b1b3-535dcaa8f2c2,149730b9-a6d6-4f3f-a992-54a1137ab4e5,bf354916-9528-4db9-8189-f6524573c41b,ups,1Z489PC4412834431,2024-04-30,2024-04-30,delivered
e130e128-52ac-44e0-a3e7-cf8a433c510c,3290a9ad-e166-437d-a1f2-f639d90fd9b3,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,ups,1Z547TD2110541044,2023-12-14,2023-12-16,returned
16645a9e-e218-4704-966b-303c3972547d,1eca61ea-9e78-4148-9ecc-f09af701defd,414c90e8-1f79-4fac-aa23-cea655b18828,ups,1Z562AJ1147036227,2023-06-20,2023-06-23,delivered
f252ccfe-15b7-42ac-863a-dc8d3c701629,11b8e0db-6c50-4a26-8961-d8232fe21bbf,ab993ac2-3403-4413-88ca-adf00cee0973,fedex,1Z538UA6858321609,2023-10-23,2023-10-28,delivered
71e931f6-abbb-4c14-a22b-6d22ffc0c25e,7d189353-32c8-489e-ad41-04e855957e63,3b5e3aa9-ba0f-4938-8883-41d61182dc94,dhl,1Z275CM3759329936,2024-04-25,2024-04-30,returned
4baa35db-a4a8-4d76-9bb2-c63448d4ccdb,d43e0071-495b-4e90-acc1-b524b1dec2e4,675870cd-1868-4277-aeba-578addec8838,amazon_logistics,1Z730KF4119418460,2023-09-04,,in_transit
3bc025cf-1958-4a51-a022-173ccad43c98,eebfd3e2-b02e-485f-8428-a1cb1ff4b6b3,ab993ac2-3403-4413-88ca-adf00cee0973,ups,1Z163JB5110506660,2023-10-06,2023-10-11,delivered
bcd7a2bc-78a2-42f9-a6c6-3197fd56ace1,c10b1c4a-43de-4ff3-b68a-a891538e0303,fa42ec50-bf62-41ae-851d-68ee160f73ae,amazon_logistics,1Z558AG1246359862,2023-07-01,2023-07-09,delivered
9aee059f-22c1-4522-ac22-fdf1edc9d01e,34e7be8b-a33e-4279-9bee-e8b1e6d817af,90d6c40d-10d6-432b-99fe-bd1448f1aa57,fedex,1Z124VP9414896170,2024-02-17,2024-02-23,delivered
171729fd-ca58-4510-8df4-51f46d1ed533,c0226d2f-e0cb-480e-a9bf-b3060da824f4,fa42ec50-bf62-41ae-851d-68ee160f73ae,fedex,1Z015AT8828040851,2024-03-14,2024-03-20,delivered
1afbb379-01e8-40ad-8f53-6d0e86c1b971,d891a57d-d276-4fec-9f74-5c333c966f8b,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,fedex,1Z599HX6147558002,2023-06-08,2023-06-11,delivered
3d03691d-9367-4309-8ff2-bb74804f454a,d907f039-7610-4ea2-aec3-895ed1055f95,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,dhl,1Z669KU1990095238,2023-12-24,2024-01-02,returned
0d8acc62-30cd-4094-b947-665e273e04a2,0937e806-ee33-4f37-8271-b4431dd2a0d3,bf354916-9528-4db9-8189-f6524573c41b,usps,1Z766RW8563670907,2023-12-24,2023-12-27,delivered
90a0400c-4f8f-49aa-9984-6314d0e5a058,3f95df1b-39b3-4168-951a-a48ee23e4724,90d6c40d-10d6-432b-99fe-bd1448f1aa57,fedex,1Z258BJ7741986192,2024-02-05,2024-02-06,delivered
f99249d4-12ee-4365-bba9-50254bae8f0b,a91fe2ad-0cd9-4d9a-825f-ce5f57d2e411,3b5e3aa9-ba0f-4938-8883-41d61182dc94,fedex,1Z835WS1555753714,2024-03-19,2024-03-20,delivered
27dd8afc-e261-4cde-a466-ae58a3e4f8b9,f76dfc6a-5dc7-41e6-bdb0-0b85628ef4bf,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z217JG6750221474,2024-01-03,2024-01-06,delivered
98cd9ba6-bcc4-4495-aa35-e61e10afd1ca,2948b809-2518-4dc5-a412-636490a1106e,90d6c40d-10d6-432b-99fe-bd1448f1aa57,fedex,1Z070ZV2357145750,2024-04-01,2024-04-04,delivered
6963e3d4-1537-4434-9a0b-ef244a0e4541,4a38c5b5-2282-4d0e-99a7-68cdb2b08ca3,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z294TY8988547723,2023-10-09,2023-10-18,delivered
53d0a0a0-c9cc-4897-8b61-6b802a7c6427,ed1fe30c-4823-4314-a7f1-18bab5fe005b,3b5e3aa9-ba0f-4938-8883-41d61182dc94,fedex,1Z324DM9029391602,2023-10-20,,in_transit
75401849-8eba-4ab7-8378-59ac98bfb06f,1daaf55f-a7bf-4935-a5da-d1b04b79751b,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z387UX8804117532,2024-01-25,2024-02-02,delivered
e19485a6-213b-4b60-b761-363f891864be,d4b8bd0b-6917-4a8d-832a-0cdfc544c508,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,fedex,1Z239AM7275158284,2024-04-26,,in_transit
83be27da-16e9-48a0-8c9d-2ee8baf93e1f,7912c4d0-2758-4cec-a6a8-05bb00d22d10,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,dhl,1Z680QQ8436398179,2023-11-04,2023-11-07,delivered
33cba4ce-2a29-4b68-bef3-fc82667200dc,40d95dfb-9b94-4b04-8a07-e28f4a8ddd98,bd0b4a2e-3f75-46a1-bf8a-5a82594d70a4,fedex,1Z592GE1157858639,2023-10-14,2023-10-23,delivered
6887d154-9254-4077-8c20-93b8aac68a37,a07d7640-dbd3-4c81-a774-8a7038b49a08,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z685HD5023336750,2023-10-18,2023-10-28,delivered
1e199413-fad1-4efe-a957-96f0d295dff8,1c870cbf-af92-4927-b37f-c6f443fd4bea,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z786ZK2064719324,2024-03-30,2024-04-06,delivered
edeca8a8-72a7-4c4d-b60c-d91833714771,bb8b7a8f-80ef-421b-9383-02df0877784f,17c4e490-aea6-450e-8341-edd09cb436b7,ups,1Z014CW8647405478,2023-10-19,2023-10-26,delivered
67ca7874-40ee-481d-be47-8527169e7a0b,6e641973-f6a8-4576-af8d-876fe6cb487a,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,dhl,1Z104DY1329949357,2023-01-14,2023-01-23,returned
679773d5-ff45-40ce-9588-282b61a609af,611ad850-2ae3-4bd2-b222-aed21522a6f7,bbc4323f-7fdc-4913-8813-74f66d90fbff,usps,1Z226TX8023940369,2024-03-25,2024-03-31,delivered
d4a9136d-e5a2-411a-af0f-9a64e7d1d5d4,68a47680-d810-4ef3-9603-e40375b60c28,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,fedex,1Z001RU3679446782,2024-01-24,2024-01-27,delivered
348acb52-5805-4663-b39c-1d545baaca89,08fb9fad-3fbe-46bb-b57e-fa844a414223,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z848YX2789304629,2024-01-20,2024-01-30,delivered
e55e39b9-cebf-4630-8049-9a8b57fcd2dd,fc7cb7f3-9ae5-4e12-972a-13ffe0027939,186252aa-ede5-4d43-ae8c-afa67e2d2f41,ups,1Z852CZ0434107604,2023-09-04,2023-09-12,delivered
75f8399a-fa4b-4184-b4ce-9f3e497ddfea,bdfe0bfd-9b77-4f64-a6be-1244556016dd,bbc4323f-7fdc-4913-8813-74f66d90fbff,usps,1Z799EE9672441712,2024-03-29,2024-04-03,delivered
0a5108b6-16f0-4c6b-8e00-114a6387b7ff,daf1e442-15c3-4849-a504-cd843058d20f,bf354916-9528-4db9-8189-f6524573c41b,dhl,1Z691ZA4401513880,2023-11-12,2023-11-22,delivered
347535be-f569-417a-9f6d-c752a30e8780,c44c6cc3-7b99-4e02-b3e4-eab5252c30ce,414c90e8-1f79-4fac-aa23-cea655b18828,fedex,1Z552HP4470982945,2024-04-17,2024-04-19,delivered
a5407362-b16e-44f5-a698-89be3d930bc9,0c64358d-e779-4eab-99e1-c990ba6fb956,186252aa-ede5-4d43-ae8c-afa67e2d2f41,dhl,1Z609ZC3941457325,2023-07-22,2023-07-29,delivered
e5d49ad7-b40d-4a5c-86e3-044b5537ee9a,8baf567a-f99c-490e-b6e3-e740087aa986,3b5e3aa9-ba0f-4938-8883-41d61182dc94,dhl,1Z038YJ7175779739,2024-04-13,2024-04-14,delivered
2d70910c-9306-449e-97aa-2c4056f4dc04,b671be24-0025-4636-a7ea-31af06c5b5a1,2f1e95b4-aa81-4b55-926d-70531f59528d,usps,1Z502JU0704312774,2024-04-06,2024-04-12,delivered
c41f539a-afc8-490c-81a7-369b517c3ef7,6d26e0a8-1af1-4deb-9572-087295c9da2e,bf354916-9528-4db9-8189-f6524573c41b,usps,1Z832FU3588988512,2024-03-11,2024-03-16,returned
ad8d21d4-7a5f-4b96-abfe-586462d1856c,40d70d74-78db-4676-9c2e-b796a525504c,bbc4323f-7fdc-4913-8813-74f66d90fbff,usps,1Z582UT3217031539,2023-06-02,2023-06-11,delivered
efba8440-8953-4e63-a636-4319fa7deff6,55a94d18-4c10-45ed-837b-076ae666334f,90d6c40d-10d6-432b-99fe-bd1448f1aa57,dhl,1Z446NO3922328914,2023-05-06,2023-05-15,returned
878416a5-e133-45b5-8843-4224eeb28705,e61a81f5-4546-4ec8-b954-c2dc192434f5,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,fedex,1Z658NR1666170458,2023-07-26,,in_transit
dc34507a-e327-4cff-9c8e-3db5a74922e2,30e198be-afa2-496f-8bd3-7ec32f26c17b,ab993ac2-3403-4413-88ca-adf00cee0973,fedex,1Z018WG1351025271,2023-02-01,2023-02-04,delivered
0c66825f-0d38-424b-8184-f73423e300b2,9b2c32cf-03f2-41b9-934c-66e2527e52df,ab993ac2-3403-4413-88ca-adf00cee0973,ups,1Z870PL6918769846,2024-02-17,2024-02-27,delivered
4783cf72-e111-4088-b2e6-15d76c72f08d,2c2874ef-2f38-4c69-985a-fd3be5ba7f50,fa42ec50-bf62-41ae-851d-68ee160f73ae,ups,1Z568BV1860993283,2023-08-18,2023-08-20,delivered
bcc8b6fc-28ad-4413-91c3-bcd7de6e4a79,68c9d0a8-b188-4539-8fcb-16e1049ffdc0,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,fedex,1Z779YS1178737091,2023-07-07,2023-07-11,returned
c899d698-9a9b-4003-8d7f-c762928ac3cb,59a9afc4-f4c8-4fa1-a807-184e2cab2f98,ab993ac2-3403-4413-88ca-adf00cee0973,ups,1Z666GB4450486542,2024-03-09,,in_transit
696573cc-12fa-4bd9-aee0-b5dd45564332,806335b1-bade-44ee-8a93-f1e5166732f3,bf354916-9528-4db9-8189-f6524573c41b,ups,1Z101DJ9472977034,2023-05-25,2023-05-30,delivered
79427b56-9347-44ab-85fe-33951a887686,b8ac5afc-2752-413a-a9e8-827ba50ee4fc,675870cd-1868-4277-aeba-578addec8838,ups,1Z528WB0763136933,2023-04-15,2023-04-23,delivered
25121a9d-8523-4e4e-8386-f4e82c1ec673,c5374702-3298-4032-8c7d-0ed9ad5004cb,186252aa-ede5-4d43-ae8c-afa67e2d2f41,ups,1Z517EQ1381671262,2023-11-15,2023-11-23,delivered
9f5d2bf0-2cce-4d52-bf3e-c12f942ea8fc,5c320dee-ffa0-44ca-8cff-d5389310aa33,fa42ec50-bf62-41ae-851d-68ee160f73ae,ups,1Z214LB5535924241,2023-08-08,2023-08-17,delivered
ba5d53d2-c629-4f8a-a33b-1adbaf063c05,9bcc24b0-3b95-44c6-9736-76eaa48c778e,90d6c40d-10d6-432b-99fe-bd1448f1aa57,fedex,1Z587GC7883303111,2023-12-12,2023-12-20,delivered
c5c4d36c-e339-4b0d-8b75-b8c4a5bc2386,4be2ef1c-76c1-47e7-9f5c-3a72c086c554,bf354916-9528-4db9-8189-f6524573c41b,fedex,1Z588ZO8140701277,2023-07-14,2023-07-24,delivered
ee6f187e-6c6d-4b63-8b6a-4efc619f486e,49a47c06-b97b-4691-99ca-ad4aaec0635e,ab993ac2-3403-4413-88ca-adf00cee0973,dhl,1Z399TY7100779574,2024-04-23,2024-04-24,delivered
e524ed34-06b3-41df-827d-e312e536fbf9,11fa5b0a-74d0-4e42-b525-ef7b6a8af706,2f1e95b4-aa81-4b55-926d-70531f59528d,usps,1Z635IA5749927598,2023-07-23,2023-07-24,delivered
fbbd855a-322d-4ba7-b68b-29df4f81c09a,3d05d56e-e37e-40f5-996c-a402227be86e,9a7f238f-ff0a-4a46-9bc5-b76c045f34f7,amazon_logistics,1Z784AB4515178264,2023-03-27,2023-04-01,delivered
1604f784-2b51-4f11-a24e-dc93c1916169,01b46b08-294b-4d7b-ac16-113f790d8637,bbc4323f-7fdc-4913-8813-74f66d90fbff,ups,1Z246FU6940242297,2023-12-20,2023-12-30,delivered
c330406f-afe3-481a-a2aa-bd01dcc68ad3,9e458229-3eaa-477f-88c1-8123b18b8409,30a760c5-971e-45bc-a486-1b9c5c6cb5b3,usps,1Z064VM4949180927,2023-08-26,2023-08-28,delivered
